Operador,Mortos,Vivos
AOR,8,0
ASR,3,0
CDI,6,0
COI,9,0
CRP,14,0
DDL,6,0
LCR,2,0
OIL,6,0
RIL,3,1
ROR,15,3
SDL,29,0
SIR,4,0
ZIL,6,0
