Operador,Mortos,Vivos
AOR,1,0
ASR,11,0
BCR,1,0
CDI,35,0
COD,14,0
COI,51,0
CRP,60,0
EHD,3,0
EXS,2,1
LCR,6,0
OIL,13,0
RIL,8,0
ROR,27,1
SDI,35,0
SDL,117,3
SVD,108,0
ZIL,13,0
