Operador,Mortos,Vivos
AOD,1,0
AOR,1,0
ASR,4,0
CDI,17,0
COI,5,0
CRP,11,2
OIL,2,0
ROR,5,0
SDI,17,0
SDL,42,0
SIR,1,0
SVD,40,0
ZIL,2,0
