Operador,Mortos,Vivos
ASR,2,0
CDI,16,0
COI,16,0
CRP,20,0
LCR,1,0
OIL,8,0
RIL,2,0
ROR,12,0
SDI,16,0
SDL,50,2
SVD,34,0
ZIL,8,0
