Operador,Mortos,Vivos
ASR,5,0
BCR,1,0
CDI,14,0
COD,1,0
COI,18,0
CRP,20,0
EHD,3,0
EXS,2,1
LCR,1,0
OIL,3,0
RIL,1,0
ROR,11,0
SDI,14,0
SDL,44,2
SVD,54,0
ZIL,3,0
