Operador,Mortos,Vivos
AOD,1,0
AOR,3,0
ASR,5,0
CDI,8,0
COD,1,0
COI,8,0
CRP,14,0
EHD,1,0
EXS,1,0
LCR,2,0
OIL,4,0
RIL,1,0
ROR,3,0
SDI,8,0
SDL,23,0
SIR,1,0
SVD,23,0
ZIL,4,0
