Operador,Mortos,Vivos
ASR,1,0
CDI,3,0
COD,1,0
COI,7,0
CRP,28,0
LCR,8,0
OIL,1,0
ROR,30,0
SDI,3,0
SDL,12,3
SVD,2,0
ZIL,1,0
