Operador,Mortos,Vivos
AOR,2,0
ASR,3,0
CDI,14,0
COI,15,0
CRP,9,2
IOD,2,1
IOP,0,1
LCR,2,0
OIL,6,0
RIL,0,3
ROR,12,0
SCD,2,0
SCI,1,0
SDI,14,0
SDL,54,4
SVD,46,0
ZIL,6,0
