project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;40.15;39.22;2.06
binarySearchTree2;binarySearchTree2.py;43.68;42.00;2.33
binarySearchTree3;binarySearchTree3.py;120.32;116.50;5.65
binarySearchTree4;binarySearchTree4.py;7.09;6.81;0.40
identifier1;identifier1.py;21.46;20.34;1.43
linkedList1;linkedList1.py;59.00;57.41;2.80
linkedList2;linkedList2.py;17.73;16.97;1.09
linkedList3;linkedList3.py;21.65;20.65;1.27
linkedList4;linkedList4.py;16.03;15.24;1.03
linkedList5;linkedList5.py;45.40;44.33;1.87
queue1;queue1.py;9.62;9.13;0.63
queue2;queue2.py;39.09;37.65;2.12
queue3;queue3.py;44.41;42.66;2.53
queue4;queue4.py;32.28;30.69;2.11
queue5;queue5.py;7.33;6.95;0.51
sort1;sort1.py;24.96;23.85;1.43
stack1;stack1.py;24.47;23.35;1.57
stack2;stack2.py;2.49;2.30;0.20
stack3;stack3.py;27.55;26.39;1.49
stack4;stack4.py;16.76;15.94;1.06
stack5;stack5.py;3.10;2.89;0.23
