project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;69.87;66.17;3.10
binarySearchTree2;binarySearchTree2.py;66.61;64.45;3.42
binarySearchTree3;binarySearchTree3.py;180.99;176.23;7.73
binarySearchTree4;binarySearchTree4.py;8.29;8.05;0.45
identifier1;identifier1.py;23.44;22.32;1.50
linkedList1;linkedList1.py;70.73;69.17;3.20
linkedList2;linkedList2.py;19.92;19.20;1.19
linkedList3;linkedList3.py;25.70;24.57;1.46
linkedList4;linkedList4.py;18.37;17.56;1.11
linkedList5;linkedList5.py;59.70;58.92;2.02
queue1;queue1.py;10.06;9.50;0.74
queue2;queue2.py;45.35;43.97;2.34
queue3;queue3.py;49.32;47.62;2.73
queue4;queue4.py;38.12;36.80;2.03
queue5;queue5.py;7.67;7.36;0.49
sort1;sort1.py;24.91;23.81;1.47
stack1;stack1.py;25.26;24.21;1.63
stack2;stack2.py;2.54;2.39;0.18
stack3;stack3.py;29.97;28.60;1.79
stack4;stack4.py;18.75;17.95;1.12
stack5;stack5.py;3.10;2.88;0.23
