project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;75.28;70.28;5.52
binarySearchTree2;binarySearchTree2.py;78.53;73.79;4.82
binarySearchTree3;binarySearchTree3.py;120.50;113.81;7.70
binarySearchTree4;binarySearchTree4.py;5.08;4.65;0.41
identifier1;identifier1.py;76.08;33.26;2.60
linkedList1;linkedList1.py;48.29;44.80;3.32
linkedList2;linkedList2.py;12.84;11.96;0.88
linkedList3;linkedList3.py;296.83;13.77;1.43
linkedList4;linkedList4.py;18.99;17.40;1.53
linkedList5;linkedList5.py;23.07;21.58;1.57
queue1;queue1.py;3.72;3.45;0.23
queue2;queue2.py;18.85;17.48;1.41
queue3;queue3.py;26.66;24.56;2.02
queue4;queue4.py;32.38;29.74;2.60
queue5;queue5.py;4.03;3.72;0.28
sort1;sort1.py;443.14;77.19;5.45
stack1;stack1.py;30.40;27.96;2.34
stack2;stack2.py;4.63;4.20;0.38
stack3;stack3.py;343.69;19.01;2.14
stack4;stack4.py;19.33;17.77;1.50
stack5;stack5.py;1.57;1.43;0.12
