project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;272.66;263.26;10.19
binarySearchTree2;binarySearchTree2.py;894.44;874.93;19.53
binarySearchTree3;binarySearchTree3.py;495.70;483.14;13.30
binarySearchTree4;binarySearchTree4.py;588.65;571.27;17.62
identifier1;identifier1.py;247.82;235.70;12.97
linkedList1;linkedList1.py;1106.71;1079.00;27.82
linkedList2;linkedList2.py;863.63;845.86;18.15
linkedList3;linkedList3.py;431.75;422.43;9.45
linkedList4;linkedList4.py;971.04;950.45;20.68
linkedList5;linkedList5.py;1124.92;1097.78;27.57
queue1;queue1.py;85.40;82.76;2.66
queue2;queue2.py;917.78;898.65;19.36
queue3;queue3.py;417.80;404.10;14.66
queue4;queue4.py;913.64;892.91;20.78
queue5;queue5.py;231.31;224.74;6.65
sort1;sort1.py;104.92;98.32;7.71
stack1;stack1.py;1122.27;1096.67;26.14
stack2;stack2.py;24.77;23.70;1.08
stack3;stack3.py;240.87;233.07;8.25
stack4;stack4.py;528.89;515.20;14.58
stack5;stack5.py;12.70;11.96;0.76
