project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;39.89;38.79;2.16
binarySearchTree2;binarySearchTree2.py;40.62;39.13;2.30
binarySearchTree3;binarySearchTree3.py;108.08;104.33;5.35
binarySearchTree4;binarySearchTree4.py;6.09;5.79;0.41
identifier1;identifier1.py;19.32;18.30;1.29
linkedList1;linkedList1.py;52.44;51.03;2.36
linkedList2;linkedList2.py;16.95;16.20;1.05
linkedList3;linkedList3.py;19.82;18.88;1.19
linkedList4;linkedList4.py;15.43;14.68;1.02
linkedList5;linkedList5.py;47.23;46.08;2.01
queue1;queue1.py;8.80;8.29;0.62
queue2;queue2.py;34.99;33.64;2.04
queue3;queue3.py;43.05;41.33;2.46
queue4;queue4.py;29.40;28.27;1.76
queue5;queue5.py;6.54;6.21;0.43
sort1;sort1.py;22.18;21.01;1.27
stack1;stack1.py;21.81;20.71;1.51
stack2;stack2.py;2.29;2.11;0.18
stack3;stack3.py;25.21;24.10;1.45
stack4;stack4.py;15.58;14.89;0.98
stack5;stack5.py;2.78;2.45;0.33
