project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;257.46;111.83;7.03
binarySearchTree2;binarySearchTree2.py;247.86;104.74;7.04
binarySearchTree3;binarySearchTree3.py;1001.53;429.08;18.34
binarySearchTree4;binarySearchTree4.py;28.46;11.11;1.28
identifier1;identifier1.py;58.37;21.46;2.39
linkedList1;linkedList1.py;213.25;89.58;6.49
linkedList2;linkedList2.py;87.56;33.06;2.70
linkedList3;linkedList3.py;83.90;31.72;2.76
linkedList4;linkedList4.py;86.76;33.93;2.56
linkedList5;linkedList5.py;154.59;61.12;5.46
queue1;queue1.py;27.83;11.91;1.42
queue2;queue2.py;176.56;70.53;5.39
queue3;queue3.py;192.14;80.19;6.08
queue4;queue4.py;174.45;68.16;4.61
queue5;queue5.py;22.93;7.95;1.04
sort1;sort1.py;91.82;34.27;2.66
stack1;stack1.py;87.36;33.75;2.96
stack2;stack2.py;15.19;5.78;0.66
stack3;stack3.py;118.86;47.46;4.15
stack4;stack4.py;94.31;39.43;3.05
stack5;stack5.py;17.43;6.49;0.80
