project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;5613.81;5549.58;68.24
binarySearchTree2;binarySearchTree2.py;15585.14;15466.86;122.79
binarySearchTree3;binarySearchTree3.py;24198.24;23945.71;264.08
binarySearchTree4;binarySearchTree4.py;2148.48;2125.69;23.26
identifier1;identifier1.py;2571.29;2502.28;76.75
linkedList1;linkedList1.py;18467.17;18316.71;158.93
linkedList2;linkedList2.py;12775.41;12692.23;85.32
linkedList3;linkedList3.py;4738.27;4684.04;55.01
linkedList4;linkedList4.py;9786.79;9698.65;89.82
linkedList5;linkedList5.py;19312.80;19116.81;199.32
queue1;queue1.py;444.39;438.64;6.05
queue2;queue2.py;19455.72;19389.91;70.03
queue3;queue3.py;11246.79;11154.51;100.82
queue4;queue4.py;11594.38;11470.79;129.51
queue5;queue5.py;1327.77;1300.26;27.71
sort1;sort1.py;939.24;911.14;32.65
stack1;stack1.py;15338.63;15274.99;71.02
stack2;stack2.py;45.96;45.10;1.20
stack3;stack3.py;4191.71;4133.93;60.65
stack4;stack4.py;7922.63;7843.48;81.73
stack5;stack5.py;9.45;8.87;0.46
