project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;103.05;93.81;10.26
binarySearchTree2;binarySearchTree2.py;84.46;75.21;10.27
binarySearchTree3;binarySearchTree3.py;318.14;296.72;23.73
binarySearchTree4;binarySearchTree4.py;11.31;9.59;1.92
identifier1;identifier1.py;21.54;18.05;3.89
linkedList1;linkedList1.py;80.98;72.94;8.93
linkedList2;linkedList2.py;43.87;39.70;4.61
linkedList3;linkedList3.py;36.01;31.72;4.78
linkedList4;linkedList4.py;43.65;39.65;4.43
linkedList5;linkedList5.py;78.86;70.53;8.91
queue1;queue1.py;12.50;10.52;2.19
queue2;queue2.py;78.28;70.14;9.05
queue3;queue3.py;70.33;62.05;9.19
queue4;queue4.py;59.28;52.48;7.55
queue5;queue5.py;8.84;7.39;1.60
sort1;sort1.py;33.56;29.83;4.19
stack1;stack1.py;31.88;27.41;4.97
stack2;stack2.py;5.98;4.91;1.16
stack3;stack3.py;71.09;64.67;7.16
stack4;stack4.py;46.91;42.68;4.72
stack5;stack5.py;6.60;5.55;1.17
