project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;58.98;54.97;4.82
binarySearchTree2;binarySearchTree2.py;75.82;70.61;6.26
binarySearchTree3;binarySearchTree3.py;179.12;168.56;12.88
binarySearchTree4;binarySearchTree4.py;13.47;12.44;1.22
identifier1;identifier1.py;44.19;41.15;3.53
linkedList1;linkedList1.py;86.23;80.84;6.65
linkedList2;linkedList2.py;33.01;30.66;2.84
linkedList3;linkedList3.py;37.17;34.31;3.27
linkedList4;linkedList4.py;32.86;30.42;2.87
linkedList5;linkedList5.py;60.52;57.57;3.89
queue1;queue1.py;18.31;16.78;1.76
queue2;queue2.py;61.10;56.96;5.02
queue3;queue3.py;70.98;66.00;5.98
queue4;queue4.py;59.02;54.88;4.93
queue5;queue5.py;14.02;12.94;1.25
sort1;sort1.py;50.07;46.77;3.81
stack1;stack1.py;46.03;42.45;4.21
stack2;stack2.py;4.96;4.50;0.48
stack3;stack3.py;44.07;40.71;3.87
stack4;stack4.py;33.68;31.12;2.99
stack5;stack5.py;6.25;5.66;0.63
