project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;912.15;854.73;57.98
binarySearchTree2;binarySearchTree2.py;937.18;878.58;59.36
binarySearchTree3;binarySearchTree3.py;2192.87;2065.57;128.38
binarySearchTree4;binarySearchTree4.py;223.03;209.90;13.42
identifier1;identifier1.py;591.01;554.06;37.87
linkedList1;linkedList1.py;1083.16;1018.58;66.27
linkedList2;linkedList2.py;517.52;490.32;28.19
linkedList3;linkedList3.py;411.51;390.11;22.17
linkedList4;linkedList4.py;536.93;509.57;28.06
linkedList5;linkedList5.py;848.36;799.61;50.76
queue1;queue1.py;38.16;35.28;3.01
queue2;queue2.py;970.27;918.12;54.46
queue3;queue3.py;824.36;774.25;49.36
queue4;queue4.py;905.74;854.74;51.73
queue5;queue5.py;127.97;121.17;7.20
sort1;sort1.py;310.14;287.04;23.82
stack1;stack1.py;548.93;515.08;35.28
stack2;stack2.py;9.10;8.20;0.82
stack3;stack3.py;500.13;472.17;28.96
stack4;stack4.py;556.12;528.21;29.34
stack5;stack5.py;7.66;6.87;0.85
