project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;17.22;16.07;1.19
binarySearchTree2;binarySearchTree2.py;9.75;8.99;0.78
binarySearchTree3;binarySearchTree3.py;13.72;12.76;1.01
binarySearchTree4;binarySearchTree4.py;7.08;6.54;0.54
identifier1;identifier1.py;8.11;7.47;0.65
linkedList1;linkedList1.py;12.07;11.32;0.78
linkedList2;linkedList2.py;8.05;7.52;0.54
linkedList3;linkedList3.py;11.46;10.74;0.73
linkedList4;linkedList4.py;9.55;8.86;0.71
linkedList5;linkedList5.py;11.43;10.68;0.78
queue1;queue1.py;5.17;4.74;0.43
queue2;queue2.py;8.07;7.50;0.60
queue3;queue3.py;11.14;10.41;0.75
queue4;queue4.py;9.11;8.41;0.73
queue5;queue5.py;4.07;3.75;0.32
sort1;sort1.py;7.83;7.32;0.53
stack1;stack1.py;7.44;6.81;0.65
stack2;stack2.py;3.48;3.13;0.35
stack3;stack3.py;11.13;10.37;0.78
stack4;stack4.py;7.01;6.47;0.55
stack5;stack5.py;4.41;4.05;0.36
