project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;76.04;71.92;5.84
binarySearchTree2;binarySearchTree2.py;79.27;73.95;6.61
binarySearchTree3;binarySearchTree3.py;189.42;179.18;12.93
binarySearchTree4;binarySearchTree4.py;13.90;12.87;1.22
identifier1;identifier1.py;41.01;38.10;3.42
linkedList1;linkedList1.py;93.97;88.89;6.59
linkedList2;linkedList2.py;34.47;31.99;3.01
linkedList3;linkedList3.py;33.81;31.32;2.93
linkedList4;linkedList4.py;33.94;31.43;2.96
linkedList5;linkedList5.py;72.39;69.47;4.16
queue1;queue1.py;17.38;16.04;1.57
queue2;queue2.py;67.78;63.86;5.05
queue3;queue3.py;81.99;76.67;6.44
queue4;queue4.py;60.86;56.80;4.99
queue5;queue5.py;13.96;12.93;1.21
sort1;sort1.py;49.35;46.07;3.77
stack1;stack1.py;44.67;41.43;3.93
stack2;stack2.py;4.99;4.52;0.50
stack3;stack3.py;53.47;50.35;3.69
stack4;stack4.py;34.39;31.97;2.93
stack5;stack5.py;6.56;5.99;0.62
