project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;71.41;66.54;4.68
binarySearchTree2;binarySearchTree2.py;70.18;65.70;4.06
binarySearchTree3;binarySearchTree3.py;129.60;122.45;7.00
binarySearchTree4;binarySearchTree4.py;5.27;4.92;0.31
identifier1;identifier1.py;75.71;32.85;2.59
linkedList1;linkedList1.py;59.23;55.73;3.33
linkedList2;linkedList2.py;12.71;11.77;0.87
linkedList3;linkedList3.py;96.30;15.08;1.03
linkedList4;linkedList4.py;19.91;18.46;1.34
linkedList5;linkedList5.py;32.28;30.46;1.76
queue1;queue1.py;4.00;3.70;0.27
queue2;queue2.py;22.93;21.42;1.44
queue3;queue3.py;28.90;26.94;1.79
queue4;queue4.py;34.84;32.20;2.45
queue5;queue5.py;4.45;4.09;0.32
sort1;sort1.py;441.89;76.25;4.96
stack1;stack1.py;30.64;28.48;1.97
stack2;stack2.py;4.79;4.34;0.41
stack3;stack3.py;343.94;20.95;1.54
stack4;stack4.py;20.74;19.21;1.42
stack5;stack5.py;1.71;1.59;0.11
