project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;51.01;50.27;2.47
binarySearchTree2;binarySearchTree2.py;46.69;45.26;2.43
binarySearchTree3;binarySearchTree3.py;137.23;133.68;6.01
binarySearchTree4;binarySearchTree4.py;7.15;6.88;0.45
identifier1;identifier1.py;21.53;20.55;1.35
linkedList1;linkedList1.py;69.50;68.15;2.90
linkedList2;linkedList2.py;19.43;18.72;1.12
linkedList3;linkedList3.py;21.82;20.93;1.26
linkedList4;linkedList4.py;17.35;16.60;1.08
linkedList5;linkedList5.py;62.93;62.33;2.12
queue1;queue1.py;9.04;8.64;0.58
queue2;queue2.py;45.63;44.30;2.29
queue3;queue3.py;49.17;47.82;2.46
queue4;queue4.py;35.44;34.19;2.04
queue5;queue5.py;7.00;6.71;0.50
sort1;sort1.py;22.31;21.25;1.43
stack1;stack1.py;23.46;22.40;1.64
stack2;stack2.py;2.30;2.14;0.17
stack3;stack3.py;29.34;28.32;1.45
stack4;stack4.py;18.28;17.51;1.19
stack5;stack5.py;2.96;2.71;0.27
