project;filename;real;user;sys
binarySearchTree1;binarySearchTree1.py;10.12;9.25;0.88
binarySearchTree2;binarySearchTree2.py;8.16;7.52;0.64
binarySearchTree3;binarySearchTree3.py;10.17;9.51;0.70
binarySearchTree4;binarySearchTree4.py;5.55;5.13;0.42
identifier1;identifier1.py;7.74;7.15;0.60
linkedList1;linkedList1.py;8.63;7.99;0.66
linkedList2;linkedList2.py;8.19;7.58;0.63
linkedList3;linkedList3.py;7.93;7.34;0.60
linkedList4;linkedList4.py;7.67;7.15;0.53
linkedList5;linkedList5.py;10.76;10.00;0.79
queue1;queue1.py;5.29;4.78;0.51
queue2;queue2.py;6.86;6.37;0.50
queue3;queue3.py;8.56;7.92;0.66
queue4;queue4.py;7.45;6.90;0.57
queue5;queue5.py;5.50;5.10;0.40
sort1;sort1.py;10.20;9.54;0.69
stack1;stack1.py;8.19;7.52;0.68
stack2;stack2.py;3.38;3.12;0.26
stack3;stack3.py;9.28;8.67;0.62
stack4;stack4.py;8.10;7.41;0.70
stack5;stack5.py;4.11;3.78;0.34
