Operador,Mortos,Vivos
AOR,9,0
ASR,2,0
CDI,6,0
COI,12,0
CRP,31,0
EHD,1,0
EXS,3,0
OIL,2,0
RIL,2,0
ROR,4,0
SDI,6,0
SDL,32,0
SVD,17,0
ZIL,2,0
