Operador,Mortos,Vivos
AOR,9,1
CDI,16,0
COI,28,0
CRP,18,2
OIL,8,0
RIL,3,0
ROR,17,3
SDI,16,0
SDL,53,2
SVD,55,0
ZIL,8,0
